year,sport,event,sex,original_change_type,refined_change_type,event_family,standard_event_family,true_new_medal_opportunity_flag,restored_event_flag,rename_or_split_likely_flag,opportunity_delta_vs_prev_games,confidence_level,note
1920,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",men,removed,removed,"Military Rifle, Any Position, 600 metres",military rifle any position,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",men,added,likely_renamed_or_reclassified,"Military Rifle, Prone, 300 metres",military rifle prone,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",men,added,likely_renamed_or_reclassified,"Military Rifle, Prone, 300 metres, Team",military rifle prone team,0,0,1,3.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres",men,added,likely_renamed_or_reclassified,"Military Rifle, Prone, 600 metres",military rifle prone,0,0,1,2.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",men,added,likely_renamed_or_reclassified,"Military Rifle, Prone, 600 metres, Team",military rifle prone team,0,0,1,3.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",men,added,true_added,"Military Rifle, Standing, 300 metres",military rifle standing,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",men,added,true_added,"Military Rifle, Standing, 300 metres, Team",military rifle standing team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",men,removed,removed,"Military Rifle, Three Positions, 300 metres",military rifle three positions,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Running Target, Double Shot, Team",men,added,true_added,"Running Target, Double Shot, Team",running target double shot team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",men,added,true_added,"Small Bore-Rifle, Standing, 50 metres, Team",small bore rifle standing team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",men,removed,removed,"Small-Bore Rifle, Any Position, 50 metres",small bore rifle any position,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",men,removed,removed,"Small-Bore Rifle, Disappearing Target, 25 metres",small bore rifle disappearing target,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",men,removed,removed,"Small-Bore Rifle, Disappearing Target, 25 metres, Team",small bore rifle disappearing target team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",men,removed,removed,"Small-Bore Rifle, Prone, 50 metres, Team",small bore rifle prone team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",men,added,true_added,"Small-Bore Rifle, Standing, 50 metres",small bore rifle standing,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Shooting,Shooting Men's Unknown Event,men,added,uncertain,Unknown Event,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
1920,Swimming,Swimming Women's 300 metres Freestyle,women,added,true_added,300 metres Freestyle,freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Tennis,"Tennis Men's Doubles, Covered Courts",men,removed,removed,"Doubles, Covered Courts",doubles covered courts,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Tennis,"Tennis Men's Singles, Covered Courts",men,removed,removed,"Singles, Covered Courts",singles covered courts,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Tennis,"Tennis Mixed Doubles, Covered Courts",mixed,removed,removed,"Doubles, Covered Courts",doubles covered courts,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Tennis,Tennis Women's Doubles,women,added,true_added,Doubles,doubles,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Tennis,"Tennis Women's Singles, Covered Courts",women,removed,removed,"Singles, Covered Courts",singles covered courts,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Weightlifting,Weightlifting Men's Featherweight,men,added,true_added,Featherweight,featherweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Weightlifting,Weightlifting Men's Heavyweight,men,added,true_added,Heavyweight,heavyweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Weightlifting,Weightlifting Men's Light-Heavyweight,men,added,true_added,Light-Heavyweight,light heavyweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Weightlifting,Weightlifting Men's Lightweight,men,added,true_added,Lightweight,lightweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Weightlifting,Weightlifting Men's Middleweight,men,added,true_added,Middleweight,middleweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Wrestling,"Wrestling Men's Featherweight, Freestyle",men,restored,restored,"Featherweight, Freestyle",featherweight freestyle,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1920,Wrestling,"Wrestling Men's Heavyweight, Freestyle",men,restored,restored,"Heavyweight, Freestyle",heavyweight freestyle,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1920,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",men,added,true_added,"Light-Heavyweight, Freestyle",light heavyweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1920,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",men,restored,restored,"Light-Heavyweight, Greco-Roman",light heavyweight greco roman,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1920,Wrestling,"Wrestling Men's Lightweight, Freestyle",men,restored,restored,"Lightweight, Freestyle",lightweight freestyle,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1920,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",men,removed,removed,"Middleweight A, Greco-Roman",middleweight greco roman,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",men,removed,removed,"Middleweight B, Greco-Roman",middleweight b greco roman,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1920,Wrestling,"Wrestling Men's Middleweight, Freestyle",men,restored,restored,"Middleweight, Freestyle",middleweight freestyle,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1920,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",men,restored,restored,"Middleweight, Greco-Roman",middleweight greco roman,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Archery,"Archery Men's Pole Archery, Large Birds, Individual",men,removed,removed,"Pole Archery, Large Birds, Individual",pole archery large birds individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Pole Archery, Large Birds, Team",men,removed,removed,"Pole Archery, Large Birds, Team",pole archery large birds team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Pole Archery, Small Birds, Individual",men,removed,removed,"Pole Archery, Small Birds, Individual",pole archery small birds individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Pole Archery, Small Birds, Team",men,removed,removed,"Pole Archery, Small Birds, Team",pole archery small birds team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Target Archery, 28 metres, Individual",men,removed,removed,"Target Archery, 28 metres, Individual",target archery individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Target Archery, 28 metres, Team",men,removed,removed,"Target Archery, 28 metres, Team",target archery team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Target Archery, 33 metres, Individual",men,removed,removed,"Target Archery, 33 metres, Individual",target archery individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Target Archery, 33 metres, Team",men,removed,removed,"Target Archery, 33 metres, Team",target archery team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Target Archery, 50 metres, Individual",men,removed,removed,"Target Archery, 50 metres, Individual",target archery individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Archery,"Archery Men's Target Archery, 50 metres, Team",men,removed,removed,"Target Archery, 50 metres, Team",target archery team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Athletics,"Athletics Men's 3,000 metres Walk",men,removed,removed,"3,000 metres Walk",walk,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Athletics,Athletics Men's 56-pound Weight Throw,men,removed,removed,56-pound Weight Throw,pound weight throw,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Equestrianism,"Equestrianism Men's Vaulting, Individual",men,removed,removed,"Vaulting, Individual",vaulting individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Equestrianism,"Equestrianism Men's Vaulting, Team",men,removed,removed,"Vaulting, Team",vaulting team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Fencing,"Fencing Women's Foil, Individual",women,added,true_added,"Foil, Individual",foil individual,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Figure Skating,Figure Skating Men's Singles,men,removed,removed,Singles,singles,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Figure Skating,Figure Skating Mixed Pairs,mixed,removed,removed,Pairs,pairs,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Figure Skating,Figure Skating Women's Singles,women,removed,removed,Singles,singles,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Gymnastics,Gymnastics Men's Horizontal Bar,men,restored,restored,Horizontal Bar,horizontal bar,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,Gymnastics Men's Horse Vault,men,restored,restored,Horse Vault,horse vault,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,Gymnastics Men's Parallel Bars,men,restored,restored,Parallel Bars,parallel bars,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,Gymnastics Men's Pommelled Horse,men,restored,restored,Pommelled Horse,pommelled horse,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,Gymnastics Men's Rings,men,restored,restored,Rings,rings,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,Gymnastics Men's Rope Climbing,men,restored,restored,Rope Climbing,rope climbing,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,Gymnastics Men's Side Horse,men,restored,restored,Side Horse,side horse,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Gymnastics,"Gymnastics Men's Team All-Around, Free System",men,removed,removed,"Team All-Around, Free System",team all around free system,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",men,removed,removed,"Team All-Around, Swedish System",team all around swedish system,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Hockey,Hockey Men's Hockey,men,removed,removed,Hockey,hockey,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Ice Hockey,Ice Hockey Men's Ice Hockey,men,removed,removed,Ice Hockey,ice hockey,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Rowing,Rowing Men's Coxless Fours,men,restored,restored,Coxless Fours,coxless fours,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Rowing,Rowing Men's Coxless Pairs,men,restored,restored,Coxless Pairs,coxless pairs,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Sailing,Sailing Mixed 10 metres,mixed,removed,removed,10 metres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 12 foot,mixed,removed,removed,12 foot,foot,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 12 metres,mixed,removed,removed,12 metres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 18 foot,mixed,removed,removed,18 foot,foot,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 30 metres,mixed,removed,removed,30 metres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 40 metres,mixed,removed,removed,40 metres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 6.5 metres,mixed,removed,removed,6.5 metres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed 7 metres,mixed,removed,removed,7 metres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Sailing,Sailing Mixed One Person Dinghy,mixed,added,true_added,One Person Dinghy,one person dinghy,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Free Pistol, 50 metres",men,removed,removed,"Free Pistol, 50 metres",free pistol,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",men,removed,removed,"Free Pistol, 50 metres, Team",free pistol team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",men,added,true_added,"Free Rifle, 400, 600 and 800 metres, Team",free rifle team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",men,added,true_added,"Free Rifle, Prone, 600 metres",free rifle prone,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",men,removed,removed,"Free Rifle, Three Positions, 300 metres",free rifle three positions,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",men,removed,removed,"Free Rifle, Three Positions, 300 metres, Team",free rifle three positions team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Pistol, 30 metres",men,removed,removed,"Military Pistol, 30 metres",military pistol,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Pistol, Team",men,removed,removed,"Military Pistol, Team",military pistol team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",men,removed,removed,"Military Rifle, 300 metres and 600 metres, Prone, Team",military rifle prone team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",men,removed,removed,"Military Rifle, Prone, 300 metres",military rifle prone,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",men,removed,removed,"Military Rifle, Prone, 300 metres, Team",military rifle prone team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres",men,removed,removed,"Military Rifle, Prone, 600 metres",military rifle prone,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",men,removed,removed,"Military Rifle, Prone, 600 metres, Team",military rifle prone team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",men,removed,removed,"Military Rifle, Standing, 300 metres",military rifle standing,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",men,removed,removed,"Military Rifle, Standing, 300 metres, Team",military rifle standing team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",men,added,true_added,"Rapid-Fire Pistol, 25 metres",rapid fire pistol,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",men,removed,removed,"Small Bore-Rifle, Standing, 50 metres, Team",small bore rifle standing team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",men,added,true_added,"Small-Bore Rifle, Prone, 50 metres",small bore rifle prone,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",men,removed,removed,"Small-Bore Rifle, Standing, 50 metres",small bore rifle standing,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Shooting,Shooting Men's Unknown Event,men,removed,removed,Unknown Event,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Swimming,Swimming Men's 400 metres Breaststroke,men,removed,removed,400 metres Breaststroke,breaststroke,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Swimming,Swimming Women's 100 metres Backstroke,women,added,true_added,100 metres Backstroke,backstroke,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Swimming,Swimming Women's 200 metres Breaststroke,women,added,likely_renamed_or_reclassified,200 metres Breaststroke,breaststroke,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
1924,Swimming,Swimming Women's 300 metres Freestyle,women,removed,removed,300 metres Freestyle,freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1924,Swimming,Swimming Women's 400 metres Freestyle,women,added,likely_renamed_or_reclassified,400 metres Freestyle,freestyle,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
1924,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,men,removed,removed,Tug-Of-War,tug war,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1924,Wrestling,"Wrestling Men's Bantamweight, Freestyle",men,restored,restored,"Bantamweight, Freestyle",bantamweight freestyle,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1924,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",men,added,true_added,"Bantamweight, Greco-Roman",bantamweight greco roman,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1924,Wrestling,"Wrestling Men's Welterweight, Freestyle",men,restored,restored,"Welterweight, Freestyle",welterweight freestyle,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1928,Art Competitions,Art Competitions Mixed Architecture,mixed,removed,removed,Architecture,architecture,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",mixed,added,true_added,"Architecture, Architectural Designs",architecture architectural designs,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",mixed,added,true_added,"Architecture, Designs For Town Planning",architecture designs town planning,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,Art Competitions Mixed Literature,mixed,removed,removed,Literature,literature,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Literature, Dramatic Works",mixed,added,true_added,"Literature, Dramatic Works",literature dramatic works,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Literature, Epic Works",mixed,added,true_added,"Literature, Epic Works",literature epic works,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",mixed,added,true_added,"Literature, Lyric Works",literature lyric works,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,Art Competitions Mixed Music,mixed,removed,removed,Music,music,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",mixed,added,true_added,"Music, Compositions For Orchestra",music compositions orchestra,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",mixed,added,true_added,"Music, Compositions For Solo Or Chorus",music compositions solo or chorus,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",mixed,added,true_added,"Music, Instrumental And Chamber",music instrumental chamber,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
