record_type,entity_id,recommended_for_presentation,reporting_risk_level,reporting_risk_reason,safer_interpretation,requires_external_validation
economic_interpretation,1928|JPN|Japan,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Japan 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|LUX|Luxembourg,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Luxembourg 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|NED|Netherlands,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Netherlands 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|NOR|Norway,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Norway 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|NZL|New Zealand,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For New Zealand 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|PHI|Philippines,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Philippines 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|POL|Poland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Poland 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|POR|Portugal,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Portugal 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|RSA|South Africa,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For South Africa 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|SUI|Switzerland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Switzerland 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|SWE|Sweden,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Sweden 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|TCH|Czechia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Czechia 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|URU|Uruguay,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Uruguay 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|USA|United States,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For United States 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1928|YUG|Serbia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Serbia 1928, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|ARG|Argentina,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Argentina 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|AUS|Australia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Australia 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|AUT|Austria,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Austria 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|BEL|Belgium,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Belgium 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|CAN|Canada,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Canada 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|DEN|Denmark,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Denmark 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|ESP|Spain,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Spain 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|FIN|Finland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Finland 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|FRA|France,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For France 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|GBR|United Kingdom,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For United Kingdom 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|GER|Germany,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Germany 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|HUN|Hungary,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Hungary 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|IND|India,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For India 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|IRL|Ireland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Ireland 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|ITA|Italy,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Italy 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|JPN|Japan,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Japan 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|LAT|Latvia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Latvia 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|MEX|Mexico,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Mexico 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|NED|Netherlands,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Netherlands 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|NZL|New Zealand,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For New Zealand 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|PHI|Philippines,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Philippines 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|POL|Poland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Poland 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|RSA|South Africa,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For South Africa 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|SUI|Switzerland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Switzerland 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|SWE|Sweden,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Sweden 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|TCH|Czechia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Czechia 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|URU|Uruguay,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Uruguay 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1932|USA|United States,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For United States 1932, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|ARG|Argentina,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Argentina 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|AUS|Australia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Australia 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|AUT|Austria,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Austria 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|BEL|Belgium,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Belgium 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|CAN|Canada,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Canada 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|DEN|Denmark,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Denmark 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|EGY|Egypt,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Egypt 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|EST|Estonia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Estonia 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|FIN|Finland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Finland 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|FRA|France,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For France 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|GBR|United Kingdom,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For United Kingdom 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|GER|Germany,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Germany 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|HUN|Hungary,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Hungary 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|IND|India,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For India 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|ITA|Italy,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Italy 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|JPN|Japan,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Japan 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|LAT|Latvia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Latvia 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|MEX|Mexico,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Mexico 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|NED|Netherlands,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Netherlands 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|NOR|Norway,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Norway 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|NZL|New Zealand,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For New Zealand 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|PHI|Philippines,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Philippines 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|POL|Poland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Poland 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|POR|Portugal,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Portugal 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|ROU|Romania,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Romania 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|RSA|South Africa,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For South Africa 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|SUI|Switzerland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Switzerland 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|SWE|Sweden,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Sweden 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|TCH|Czechia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Czechia 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|TUR|Turkey,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Turkey 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|USA|United States,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For United States 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1936|YUG|Serbia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Serbia 1936, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|ARG|Argentina,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Argentina 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|AUS|Australia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Australia 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|AUT|Austria,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Austria 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|BEL|Belgium,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Belgium 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|BRA|Brazil,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Brazil 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|CAN|Canada,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Canada 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|CUB|Cuba,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Cuba 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|DEN|Denmark,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Denmark 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|EGY|Egypt,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Egypt 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|ESP|Spain,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Spain 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|FIN|Finland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Finland 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|FRA|France,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For France 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|GBR|United Kingdom,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For United Kingdom 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|HUN|Hungary,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Hungary 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|IND|India,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For India 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|IRI|Iran,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Iran 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|IRL|Ireland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Ireland 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|ITA|Italy,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Italy 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|JAM|Jamaica,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Jamaica 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|KOR|South Korea,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For South Korea 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|MEX|Mexico,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Mexico 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|NED|Netherlands,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Netherlands 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|NOR|Norway,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Norway 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|PAN|Panama,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Panama 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|PER|Peru,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Peru 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|POL|Poland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Poland 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|POR|Portugal,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Portugal 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|PUR|Puerto Rico,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Puerto Rico 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|RSA|South Africa,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For South Africa 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|SRI|Sri Lanka,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Sri Lanka 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|SUI|Switzerland,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Switzerland 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|SWE|Sweden,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Sweden 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|TCH|Czechia,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Czechia 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|TTO|Trinidad,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Trinidad 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|TUR|Turkey,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Turkey 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
economic_interpretation,1948|URU|Uruguay,not_recommended_for_direct_presentation,high,GDP total and/or population match is missing or incomplete; economic-normalized ratios and overperformance baselines are fragile.,"For Uruguay 1948, describe medal scale only or use economic metrics as incomplete-data context, not as a strong economic mechanism.",1
