table_name,column_name,dtype,description
country_cluster_labels,cluster_id,int64,Numeric country typology cluster id.
country_cluster_labels,cluster_name,object,Business-readable country typology label.
country_cluster_labels,cluster_k,int64,Number of clusters used.
country_cluster_labels,typical_countries,object,Representative countries in the same cluster.
country_cluster_labels,total_medals_mean,float64,Mean total medals across medal-winning Olympic years.
country_cluster_labels,gold_share_mean,float64,Mean gold share across medal-winning Olympic years.
country_cluster_labels,medal_volatility,float64,Standard deviation of total medals across medal-winning Olympic years.
country_cluster_labels,sport_concentration_hhi,float64,Mean country sport concentration HHI.
country_cluster_labels,medal_sports_count,float64,Mean number of medal-winning sports.
country_cluster_labels,recent_growth_rate,float64,Mean medal growth rate in the most recent 12-year window.
country_cluster_labels,female_athlete_share,float64,Female athletes divided by female plus male athletes.
country_cluster_labels,medals_per_million_people,float64,Total medals per one million people.
country_cluster_labels,medals_per_100b_gdp,float64,Total medals per 100 billion units of GDP.
country_cluster_labels,medals_per_100_athletes,float64,Total medals per 100 unique athletes.
country_cluster_labels,country_first_medal_year,Int64,
country_cluster_labels,clustering_method,object,Clustering method used to assign typology labels.
country_cluster_labels,cluster_note,object,Caveat note for interpreting typology clusters.
sport_entry_barrier_index,sport,object,Olympic sport.
sport_entry_barrier_index,sport_country_hhi_mean,float64,Mean sport-level medal concentration HHI across Olympic years.
sport_entry_barrier_index,countries_winning_medals_mean,float64,Mean number of medal-winning countries in the sport across Olympic years.
sport_entry_barrier_index,top1_share_mean,float64,Mean medal share of the leading country in the sport-year.
sport_entry_barrier_index,new_country_medal_count,int64,Number of countries whose first recorded sport medal appears in this sport.
sport_entry_barrier_index,medal_opportunity_count,int64,Total medal opportunities observed for the sport across Olympic years.
sport_entry_barrier_index,event_growth_rate,float64,Growth rate of event count from first observed year to latest observed year.
sport_entry_barrier_index,female_event_growth_rate,float64,Growth rate of women's event count from first observed women's-event year to latest observed year.
sport_entry_barrier_index,median_population_of_winners,float64,Median population of medal-winning countries in the sport-year rows with matched data.
sport_entry_barrier_index,median_gdp_of_winners,float64,Median total GDP of medal-winning countries in the sport-year rows with matched data.
sport_entry_barrier_index,median_medals_per_million_of_winners,float64,Median population-normalized medal efficiency among sport medal winners.
sport_entry_barrier_index,median_medals_per_100b_gdp_of_winners,float64,Median GDP-normalized medal efficiency among sport medal winners.
sport_entry_barrier_index,repeat_winner_rate,float64,Share of country-sport medal rows where the country had already won a medal in the sport before.
sport_entry_barrier_index,latest_event_count,float64,Latest observed total event count for the sport.
sport_entry_barrier_index,latest_women_event_count,float64,Latest observed women's event count for the sport.
sport_entry_barrier_index,latest_total_medal_opportunities,int64,Latest observed medal opportunities for the sport.
sport_entry_barrier_index,breakthrough_friendliness_index,float64,Composite descriptive index where higher means the sport appears more accessible for new or smaller medal-winning countries.
sport_entry_barrier_index,entry_barrier_index,float64,Composite descriptive index where higher means the sport appears harder for new or smaller medal-winning countries.
sport_entry_barrier_index,sport_type,object,Business-readable sport opportunity/barrier type.
sport_entry_barrier_index,recommendation_note,object,Short advisory note for project selection interpretation.
sport_entry_barrier_index,index_note,object,Caveat note for interpreting the composite sport barrier index.
sport_entry_barrier_modern,sport,object,Olympic sport.
sport_entry_barrier_modern,modern_year_min,Int64,First Olympic year observed for the sport in the modern analysis window.
sport_entry_barrier_modern,modern_year_max,Int64,Last Olympic year observed for the sport in the modern analysis window.
sport_entry_barrier_modern,active_modern_sport_flag,int64,1 if the sport appears in the latest observed Summer Games in the data.
sport_entry_barrier_modern,countries_winning_medals_mean_modern,float64,Mean number of medal-winning countries per sport-year from 1992 onward.
sport_entry_barrier_modern,sport_country_hhi_mean_modern,float64,Mean sport-level medal concentration HHI from 1992 onward.
sport_entry_barrier_modern,top1_share_mean_modern,float64,Mean top-country medal share in the sport from 1992 onward.
sport_entry_barrier_modern,new_country_medal_count_modern,int64,Number of country first-sport-medal cases whose first year is in the modern window.
sport_entry_barrier_modern,female_event_growth_rate_modern,float64,Growth rate of women's event count within the modern window.
sport_entry_barrier_modern,medal_opportunity_count_modern,int64,Total medal opportunities in the sport within the modern window.
sport_entry_barrier_modern,repeat_winner_rate_modern,float64,Share of modern country-sport rows where the country had prior sport medals before that row.
sport_entry_barrier_modern,breakthrough_friendliness_index_modern,float64,Modern composite index where higher means the sport appears more accessible for new medal-winning countries.
sport_entry_barrier_modern,entry_barrier_index_modern,float64,Modern composite index where higher means the sport appears harder for new medal-winning countries.
sport_entry_barrier_modern,modern_sport_type,object,Modern sport opportunity/barrier type for strategy discussion.
sport_entry_barrier_modern,recommendation_note,object,Short advisory note for project selection interpretation.
sport_entry_barrier_modern,index_note,object,Caveat note for interpreting the composite sport barrier index.
sport_breakthrough_cases,year,Int64,Olympic year.
sport_breakthrough_cases,sport,object,Olympic sport.
sport_breakthrough_cases,noc,object,Olympic NOC code.
sport_breakthrough_cases,iso3,object,ISO3-like country code used for joining external economic and population data.
sport_breakthrough_cases,country_name,object,Standardized country or team display name.
sport_breakthrough_cases,total_medals,int64,Gold + Silver + Bronze medal count after team-event deduplication where applicable.
sport_breakthrough_cases,gold_medals,int64,Gold medal count.
sport_breakthrough_cases,sport_year_total_medals,int64,
sport_breakthrough_cases,country_medal_share_in_sport,float64,
sport_breakthrough_cases,country_first_sport_medal_year,Int64,First Olympic year when the country won a recorded medal in this sport.
sport_breakthrough_cases,previous_country_sport_medals,int64,Cumulative country medals in the sport before the current Olympic year.
sport_breakthrough_cases,is_first_country_sport_medal,int64,1 if this is the country's first recorded medal year in the sport.
sport_breakthrough_cases,population,float64,Population joined by iso3 and year.
sport_breakthrough_cases,gdp_total,float64,"Total GDP joined by iso3 and year, using the Penn World Table source where available."
sport_breakthrough_cases,medals_per_million_people,float64,Total medals per one million people.
sport_breakthrough_cases,medals_per_100b_gdp,float64,Total medals per 100 billion units of GDP.
sport_breakthrough_cases,breakthrough_friendliness_index,float64,Composite descriptive index where higher means the sport appears more accessible for new or smaller medal-winning countries.
sport_breakthrough_cases,entry_barrier_index,float64,Composite descriptive index where higher means the sport appears harder for new or smaller medal-winning countries.
sport_breakthrough_cases,sport_type,object,Business-readable sport opportunity/barrier type.
sport_breakthrough_cases,case_type,object,Breakthrough case type such as first sport medal or early-stage repeat breakthrough.
sport_breakthrough_cases,case_note,object,Short note describing why the row is treated as a breakthrough or established case.
sport_breakthrough_cases,recommendation_note,object,Short advisory note for project selection interpretation.
leap_mechanism_decomposition,year,Int64,Olympic year.
leap_mechanism_decomposition,country_name,object,Standardized country or team display name.
leap_mechanism_decomposition,noc,object,Olympic NOC code.
leap_mechanism_decomposition,iso3,object,ISO3-like country code used for joining external economic and population data.
leap_mechanism_decomposition,sport,object,Olympic sport.
leap_mechanism_decomposition,total_medals,int64,Gold + Silver + Bronze medal count after team-event deduplication where applicable.
leap_mechanism_decomposition,gold_medals,int64,Gold medal count.
leap_mechanism_decomposition,medal_growth,float64,
leap_mechanism_decomposition,gold_growth,float64,
leap_mechanism_decomposition,olympic_leap_index,float64,Candidate anomaly score for country-sport performance jumps; not a causal estimate.
leap_mechanism_decomposition,host_effect_score,float64,Candidate mechanism score for host-year overlap.
leap_mechanism_decomposition,event_expansion_effect_score,float64,Candidate mechanism score for sport event additions or restorations in the same year.
leap_mechanism_decomposition,female_expansion_effect_score,float64,Candidate mechanism score for women's event expansion in the sport.
leap_mechanism_decomposition,coach_effect_score,float64,Candidate mechanism score from manually curated coach template rows; 0 when no evidence is entered.
leap_mechanism_decomposition,economic_growth_effect_score,float64,Candidate mechanism score from improvement versus the descriptive economic baseline.
leap_mechanism_decomposition,continuity_score,float64,1 if the country continued winning medals in the sport in the next observed Games.
leap_mechanism_decomposition,one_off_spike_risk_score,float64,Risk score for a leap that may be a one-off spike rather than a sustained shift.
leap_mechanism_decomposition,primary_mechanism_label,object,"Highest-scoring candidate mechanism label, or one_off_spike_risk when risk is high."
leap_mechanism_decomposition,mechanism_explanation_text,object,Human-readable candidate explanation assembled from structured mechanism signals.
leap_mechanism_decomposition,mechanism_evidence_level,object,Evidence level for the mechanism explanation.
leap_mechanism_decomposition,coach_evidence_level,object,Evidence level from coach_events_template when available.
leap_mechanism_decomposition,coach_source_note,object,Source note from coach_events_template when available.
leap_mechanism_decomposition,added_or_restored_events,float64,Backward-compatible count now populated from refined true new medal opportunity events.
leap_mechanism_decomposition,added_women_events,float64,Count of refined true new women's events in the sport-year.
leap_mechanism_decomposition,restored_events,float64,Count of restored events in the sport-year from event_opportunity_refined.
leap_mechanism_decomposition,uncertain_opportunity_events,float64,Count of uncertain opportunity-change rows in the sport-year from event_opportunity_refined.
leap_mechanism_decomposition,women_event_growth,float64,Change in women's event count from previous Games for the sport.
leap_mechanism_decomposition,medal_overperformance,float64,Actual medals minus expected medals from the descriptive baseline.
leap_mechanism_decomposition,economic_overperformance_growth,float64,Change in medal_overperformance from previous Games for the country.
leap_mechanism_enhanced,year,Int64,Olympic year.
leap_mechanism_enhanced,country_name,object,Standardized country or team display name.
leap_mechanism_enhanced,noc,object,Olympic NOC code.
leap_mechanism_enhanced,sport,object,Olympic sport.
leap_mechanism_enhanced,total_medals,int64,Gold + Silver + Bronze medal count after team-event deduplication where applicable.
leap_mechanism_enhanced,gold_medals,int64,Gold medal count.
leap_mechanism_enhanced,olympic_leap_index,float64,Candidate anomaly score for country-sport performance jumps; not a causal estimate.
leap_mechanism_enhanced,candidate_primary_mechanism,object,Primary candidate mechanism after excluding continuity and one-off risk as main causes.
leap_mechanism_enhanced,confidence_level,object,Analyst-facing confidence tier for the candidate mechanism interpretation.
leap_mechanism_enhanced,evidence_level,object,"Evidence quality marker such as official_source, secondary_source, or unverified."
leap_mechanism_enhanced,evidence_stack,object,"Concise stacked summary separating descriptive evidence, internal candidates, internal comparative support, external evidence and risk."
leap_mechanism_enhanced,supporting_signals,object,Secondary supporting evidence such as continuity or positive overperformance; not a primary mechanism.
leap_mechanism_enhanced,risk_flags,object,Interpretation risks and caveats such as one-off spike risk or incomplete economic data.
leap_mechanism_enhanced,alternative_explanations,object,Plausible alternative non-causal explanations not ruled out by current tables.
leap_mechanism_enhanced,host_evidence,object,Host-related evidence statement for the row.
leap_mechanism_enhanced,event_expansion_evidence,object,Program expansion evidence statement for the row.
leap_mechanism_enhanced,female_expansion_evidence,object,Women's opportunity expansion evidence statement for the row.
leap_mechanism_enhanced,economic_evidence,object,Economic-baseline evidence statement with data-completeness caveats.
leap_mechanism_enhanced,coach_evidence,object,Coach/program evidence statement; only non-none when external evidence is curated in the template.
leap_mechanism_enhanced,continuity_signal,object,"Support-only continuity note, never a primary mechanism label."
leap_mechanism_enhanced,one_off_spike_risk,object,Human-readable risk tier for a possibly unsustained leap.
leap_mechanism_enhanced,interpretation_text,object,"Narrative interpretation separating leap description, candidate mechanism and caveats."
leap_mechanism_enhanced,interpretation_scope_note,object,Explicit scope note stating that the row is not a causal claim.
leap_case_library,case_id,object,Stable id for a leap case card.
leap_case_library,case_priority,int64,Priority rank within the generated leap case library.
leap_case_library,case_title,object,Human-readable leap case title.
leap_case_library,year,Int64,Olympic year.
leap_case_library,country_name,object,Standardized country or team display name.
leap_case_library,noc,object,Olympic NOC code.
leap_case_library,sport,object,Olympic sport.
leap_case_library,total_medals,int64,Gold + Silver + Bronze medal count after team-event deduplication where applicable.
leap_case_library,gold_medals,int64,Gold medal count.
leap_case_library,medal_growth,float64,
leap_case_library,gold_growth,float64,
leap_case_library,olympic_leap_index,float64,Candidate anomaly score for country-sport performance jumps; not a causal estimate.
leap_case_library,primary_mechanism_label,object,"Highest-scoring candidate mechanism label, or one_off_spike_risk when risk is high."
leap_case_library,mechanism_explanation_text,object,Human-readable candidate explanation assembled from structured mechanism signals.
leap_case_library,mechanism_evidence_level,object,Evidence level for the mechanism explanation.
leap_case_library,host_effect_score,float64,Candidate mechanism score for host-year overlap.
leap_case_library,event_expansion_effect_score,float64,Candidate mechanism score for sport event additions or restorations in the same year.
leap_case_library,female_expansion_effect_score,float64,Candidate mechanism score for women's event expansion in the sport.
leap_case_library,coach_effect_score,float64,Candidate mechanism score from manually curated coach template rows; 0 when no evidence is entered.
leap_case_library,economic_growth_effect_score,float64,Candidate mechanism score from improvement versus the descriptive economic baseline.
leap_case_library,continuity_score,float64,1 if the country continued winning medals in the sport in the next observed Games.
leap_case_library,one_off_spike_risk_score,float64,Risk score for a leap that may be a one-off spike rather than a sustained shift.
leap_case_library,case_card_prompt,object,Template prompt for analysts or AI assistants reviewing the case.
leap_case_library,recommended_next_research,object,Recommended manual follow-up research for the case.
mechanism_case_cards,case_id,object,Stable id for a leap case card.
mechanism_case_cards,case_title,object,Human-readable leap case title.
mechanism_case_cards,short_title,object,Compact front-end title for a mechanism case card.
mechanism_case_cards,country_name,object,Standardized country or team display name.
mechanism_case_cards,noc,object,Olympic NOC code.
mechanism_case_cards,sport,object,Olympic sport.
mechanism_case_cards,year_or_period,object,Year or period label used for front-end case-card display.
mechanism_case_cards,ready_for_presentation,object,"Presentation readiness flag: yes, limited, or no."
mechanism_case_cards,presentation_priority,int64,Analyst-facing priority rank for defense/reporting use; lower is higher priority.
mechanism_case_cards,phenomenon_summary,object,Short summary of the descriptive performance phenomenon shown by the case.
mechanism_case_cards,one_sentence_takeaway,object,One-sentence defense-friendly takeaway that stays within candidate-mechanism wording.
mechanism_case_cards,safest_claim,object,Safest version of the claim suitable for reporting or defense.
mechanism_case_cards,not_allowed_claim,object,Over-strong claim that should not be made from current project tables.
mechanism_case_cards,key_metrics,object,Compact metric string for case-card display.
mechanism_case_cards,evidence_summary_short,object,Short evidence summary optimized for front-end cards and oral defense.
mechanism_case_cards,candidate_mechanism,object,Primary candidate mechanism phrased for the case card.
mechanism_case_cards,evidence_stack,object,"Concise stacked summary separating descriptive evidence, internal candidates, internal comparative support, external evidence and risk."
mechanism_case_cards,alternative_explanations,object,Plausible alternative non-causal explanations not ruled out by current tables.
mechanism_case_cards,confidence_level,object,Analyst-facing confidence tier for the candidate mechanism interpretation.
mechanism_case_cards,risk_note,object,Case-specific caveat explaining what can be misread or what evidence is missing.
mechanism_case_cards,external_evidence_needed,object,Explicit note about the external evidence still needed before stronger claims.
mechanism_case_cards,chart_recommendation,object,Suggested chart type or configuration for front-end display.
mechanism_case_cards,frontend_card_text,object,Front-end ready summary text for the case card.
mechanism_reporting_filter,record_type,object,"Source category for a reporting-risk row, such as economic interpretation, host panel, gender decomposition, low-confidence leap mechanism, or modern sport policy risk."
mechanism_reporting_filter,entity_id,object,Stable composite identifier for the flagged record.
mechanism_reporting_filter,recommended_for_presentation,object,"Presentation recommendation: direct_show, show_with_limitations, or not_recommended_for_direct_presentation."
mechanism_reporting_filter,reporting_risk_level,object,"Reporting risk tier: low, medium, or high."
mechanism_reporting_filter,reporting_risk_reason,object,Plain-language reason the record needs caveats or should not be presented directly.
mechanism_reporting_filter,safer_interpretation,object,Suggested safer wording for reports or front-end notes.
mechanism_reporting_filter,requires_external_validation,int64,1 if the record needs external evidence or manual validation before stronger claims.
country_year_sport_concentration,year,Int64,Olympic year.
country_year_sport_concentration,noc,object,Olympic NOC code.
country_year_sport_concentration,country_name,object,Standardized country or team display name.
country_year_sport_concentration,country_sport_hhi,float64,HHI of a country's medals across sports in a year.
country_year_sport_concentration,medal_sport_entropy,float64,
country_year_sport_concentration,medal_sports,int64,
country_year_sport_concentration,top_sport_medal_share,float64,
sport_globalization_metrics,year,Int64,Olympic year.
sport_globalization_metrics,season,object,Olympic season. P0 standard output uses Summer.
sport_globalization_metrics,sport,object,Olympic sport.
sport_globalization_metrics,countries_winning_medals,int64,Number of countries winning medals in the category.
sport_globalization_metrics,sport_country_hhi,float64,HHI of a sport's medals across countries in a year.
sport_globalization_metrics,sport_medal_entropy,float64,
sport_globalization_metrics,max_country_share,float64,
sport_globalization_metrics,sport_year_total_medals,int64,
sport_globalization_metrics,sport_globalization_index,float64,
leap_index_country_sport,noc,object,Olympic NOC code.
leap_index_country_sport,iso3,object,ISO3-like country code used for joining external economic and population data.
leap_index_country_sport,country_name,object,Standardized country or team display name.
leap_index_country_sport,sport,object,Olympic sport.
leap_index_country_sport,year,Int64,Olympic year.
leap_index_country_sport,total_medals,int64,Gold + Silver + Bronze medal count after team-event deduplication where applicable.
leap_index_country_sport,gold_medals,int64,Gold medal count.
leap_index_country_sport,prev_total_medals,float64,
leap_index_country_sport,prev_gold_medals,float64,
leap_index_country_sport,rolling3_prev_medals,float64,
leap_index_country_sport,medal_growth,float64,
leap_index_country_sport,gold_growth,float64,
leap_index_country_sport,above_recent_baseline,float64,
leap_index_country_sport,first_medal_bonus,int64,
leap_index_country_sport,continuity_bonus,float64,
leap_index_country_sport,sport_total_medals,int64,
leap_index_country_sport,sport_total_growth,float64,
leap_index_country_sport,sport_expansion_penalty,float64,
leap_index_country_sport,olympic_leap_index,float64,Candidate anomaly score for country-sport performance jumps; not a causal estimate.
data_quality_report,table_name,object,
data_quality_report,rows,int64,
data_quality_report,columns,int64,
data_quality_report,year_min,float64,
data_quality_report,year_max,float64,
data_quality_report,missing_country_name_rate,float64,
data_quality_report,missing_noc_rate,float64,
data_quality_report,missing_sport_rate,float64,
data_quality_report,missing_gdp_per_capita_rate,float64,
data_quality_report,missing_population_rate,float64,
table_manifest,table_name,object,
table_manifest,file_name,object,
table_manifest,rows,int64,
table_manifest,columns,int64,
table_manifest,grain,object,
table_manifest,primary_keys_recommended,object,
